GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA73071,Gulin Gulin Community Store -Solar PV System Installation,National Indigenous Australians Agency,4-Apr-19,31-Mar-20,Indigenous Communities,1-Oct-2019 to 30-Jun-2020,"86,186.16",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Gulin Gulin Community Store -Solar PV System Installation,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BHVHEW7,No,No,Gulin Gulin Community Store Aboriginal Corporation,55 148 423 932,BULMAN,BULMAN,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73071-V2 - Increase of the grant value. (4-Nov-2021 )', 'GA73071-V1 - Decrease of the grant value. (27-Oct-2021 )']",Open Competitive,,,,,,,1-Oct-19,30-Jun-20,"86,186.15",1-Oct-19,30-Jun-20,"86,186.16",,,,,,,,,,,,,,,,,,,,,
GA73073,Sustainability Measure for Dungalan Store Through Solar PV System...,National Indigenous Australians Agency,4-Apr-19,31-Mar-20,Indigenous Communities,1-Oct-2019 to 30-Jun-2020,"85,210.40",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Sustainability Measure for Dungalan Store Through Solar PV System Installation,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BGXP3ZN,No,No,Wuduluk Progress Aboriginal Corporation,32 508 029 878,BESWICK,BESWICK,852,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73074,Visitor Enhancement Project,National Indigenous Australians Agency,19-Mar-19,31-Mar-20,Indigenous Communities,16-Dec-2019 to 31-Dec-2021,"898,363.38",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Visitor Enhancement Project,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BFNLV34,No,No,G Kenyon & L.M Kenyon,58 329 303 582,LAMBELLS LAGOON,LAMBELLS LAGOON,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73074-V4 - Decrease of the grant value. (4-Nov-2021 )', 'GA73074-V3 - Increase of the grant value. (27-Oct-2021 )', 'GA73074-V2 - Extension to the grant term. (11-Oct-2021 )', 'GA73074-V1 - Extension to the grant term. (22-Apr-2021 )']",Open Competitive,,,,,,,16-Dec-19,30-Jun-21,"898,363.38",16-Dec-19,31-Dec-21,"898,363.38",16-Dec-19,31-Dec-21,"898,363.39",16-Dec-19,31-Dec-21,"898,363.38",,,,,,,,,,,,,,,
GA73076,"School Nutrition Project - Angurugu, Milyakburra and Umbakumba",National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"1,136,755.54",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,"School Nutrition Project - Angurugu, Milyakburra and Umbakumba","Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNGRA5D,No,No,Angurugu Community Education Centre,73 988 152 984,ANGURUGU,ANGURUGU,885,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73076-V7 - Increase of the grant value. (4-Nov-2021 )', 'GA73076-V6 - Decrease of the grant value. (27-Oct-2021 )', 'GA73076-V5 - Increase of the grant value. (21-Jun-2021 )', 'GA73076-V4 - Decrease of the grant value. (10-May-2021 )', 'GA73076-V3 - Extension to the grant term. (22-Apr-2021 )', 'GA73076-V2 - Increase of the grant value. (30-Nov-2020 )', 'GA73076-V1 - Decrease of the grant value. (9-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"378,513.54",1-Jan-20,31-Dec-20,"1,231,653.54",1-Jan-20,31-Dec-22,"1,231,653.54",1-Jan-20,31-Dec-22,"1,136,754.87",1-Jan-20,31-Dec-22,"1,136,755.54",1-Jan-20,31-Dec-22,"1,136,755.53",1-Jan-20,31-Dec-22,"1,136,755.54",,,,,,
GA73098,Wellbeing for Our Mob,National Indigenous Australians Agency,18-Mar-19,31-Mar-20,Indigenous Communities,1-Jul-2019 to 30-Jun-2022,"1,056,000.00",No,No,NIAA 19/20 2.3 Safety and Wellbeing,Safety and Wellbeing,Wellbeing for Our Mob,"Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-B9JQRM4,No,No,Urapuntja Health Service Aboriginal Corporation,45 449 518 275,UTOPIA,UTOPIA,872,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73103,School Attendance and Engagement Program,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,2-Jan-2020 to 31-Dec-2020,"60,500.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Attendance and Engagement Program,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CQ7T4DA,No,No,Nganmarriyanga School Council Incorporated,14 834 291 275,PALUMPA,PALUMPA,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73104,School Nutrition Project - Gapuwiyak,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"677,537.11",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Gapuwiyak,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNEOMDI,No,No,GAPUWIYAK SCHOOL COUNCIL INCORPORATED                            Original,90 414 382 858,GAPUWIYAK,GAPUWIYAK,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73104-V7 - Decrease of the grant value. (6-Dec-2021 )', 'GA73104-V6 - Increase of the grant value. (4-Nov-2021 )', 'GA73104-V5 - Decrease of the grant value. (27-Oct-2021 )', 'GA73104-V4 - Extension to the grant term. (1-Mar-2021 )', 'GA73104-V3 - Increase of the grant value. (4-Jan-2021 )', 'GA73104-V2 - Decrease of the grant value. (23-Nov-2020 )', 'GA73104-V1 - Increase of the grant value. (9-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"271,928.00",1-Jan-20,31-Dec-20,"214,243.57",1-Jan-20,31-Dec-20,"688,099.57",1-Jan-20,31-Dec-22,"688,099.57",1-Jan-20,31-Dec-22,"688,099.56",1-Jan-20,31-Dec-22,"688,099.57",1-Jan-20,31-Dec-22,"677,537.11",,,,,,
GA73105,School Nutrition Project - Gunbalanya,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"637,167.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Gunbalanya,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNCQABC,No,No,Gunbalanya Community School,12 752 724 072,GUNBALANYA,GUNBALANYA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73105-V4 - Decrease of the grant value. (24-May-2021 )', 'GA73105-V3 - Extension to the grant term. (11-Jan-2021 )', 'GA73105-V2 - Increase of the grant value. (4-Jan-2021 )', 'GA73105-V1 - Increase of the grant value. (9-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"223,694.00",1-Jan-20,31-Dec-20,"659,082.00",1-Jan-20,31-Dec-22,"659,082.00",1-Jan-20,31-Dec-22,"637,167.00",,,,,,,,,,,,,,,
GA73114,Drill and cap a water bore for Paru Outstation - Melville Island,National Indigenous Australians Agency,23-Sep-19,31-Mar-20,Indigenous Communities,24-Sep-2019 to 31-Dec-2019,"113,588.00",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Drill and cap a water bore for Paru Outstation - Melville Island,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-CFNSQRC,No,No,Tiwi Islands Regional Council,61 507 431 031,WURRUMIYANGA,WURRUMIYANGA,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73148,Dementia and Aged Care Services Fund (DACS),Department of Health,11-Mar-20,31-Mar-20,Dementia,20-Mar-2020 to 31-Oct-2020,"108,588.33",Yes,No,DoH 19/20 Health Output 6.3 2018-19 Aged Care Quality,Emergency Funding,Dementia and Aged Care Services Fund (DACS),Dementia and Aged Care Services Fund (DACS),4-E0Q3V5U,No,No,Mala'la Health Service Aboriginal Corporation,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA73148-V1 - Change to End Date (6-Nov-2020 ),,GO3773,Emergency Support for a generator to secure the power and water supply at Mala'la Aged Care Centre,,,,,20-Mar-20,31-Oct-20,"108,588.33",,,,,,,,,,,,,,,,,,,,,,,,
GA73177,Primary Care COVID-19,Department of Health,20-Mar-20,31-Mar-20,Health Promotion and Prevention Programs,27-Mar-2020 to 30-Jun-2021,"82,500.00",Yes,No,DoH 19/20 Health Output 2.5 Primary Health Care Quality and Coordination,Primary Care COVID-19,Primary Care COVID-19,Primary Care COVID-19,4-E3FKTMY,No,No,Laynhapuy Homelands Aboriginal Corporation,86 695 642 473,YIRRKALA,YIRRKALA,880,NT,AUSTRALIA,NT,,AUSTRALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73492,Capital Purchase - Troop Carrier and Trailer for Economic Development...,National Indigenous Australians Agency,1-Feb-20,6-Apr-20,Indigenous Employment and Business,27-Mar-2020 to 30-Jun-2020,"71,500.00",No,No,NIAA 19/20 2.1 Jobs Land and Economy,"Jobs, Land and Economy",Capital Purchase - Troop Carrier and Trailer for Economic Development Activities,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DZ1J2EC,No,No,Gong-Dal Aboriginal Corporation,80 385 858 496,GAPUWIYAK,GAPUWIYAK,880,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73495,School Nutrition Project - Laramba Community,National Indigenous Australians Agency,29-Jan-20,6-Apr-20,Indigenous Education,29-Jan-2020 to 31-Mar-2020,"20,000.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Laramba Community,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-DXU096P,No,No,Tilmouth Well Nominees Pty Ltd,Exempt,ANMATJERE,ANMATJERE,872,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73499,Yolngu Business Radio Programs Part 2,National Indigenous Australians Agency,12-Sep-19,6-Apr-20,Indigenous Communities,1-Jan-2020 to 26-Feb-2021,"577,275.08",No,No,NIAA 19/20 2.5 Remote Australia Strategy,Remote Australia Strategies,Yolngu Business Radio Programs Part 2,"Strategic investment that supports the provision of infrastructure, housing, telecommunications and home ownership in remote Indigenous communities, as well as the development of local and regional place-based approaches.",4-DFY024O,No,No,Why Warriors Pty Limited,25 003 507 971,NHULUNBUY,NHULUNBUY,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73499-V4 - Decrease of the grant value. (21-Jun-2021 )', 'GA73499-V3 - Extension to the grant term. (11-Jan-2021 )', 'GA73499-V2 - Extension to the grant term. (6-Oct-2020 )', 'GA73499-V1 - Increase of the grant value. (11-Aug-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,30-Jun-20,"617,692.90",1-Jan-20,31-Dec-20,"617,692.90",1-Jan-20,26-Feb-21,"617,692.90",1-Jan-20,26-Feb-21,"577,275.08",,,,,,,,,,,,,,,
GA73501,Warlpiri Youth Development,National Indigenous Australians Agency,25-Sep-19,6-Apr-20,Indigenous Education,1-Jan-2020 to 31-Dec-2020,"719,100.80",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Warlpiri Youth Development,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-D26IMY6,No,No,Warlpiri Youth Development Aboriginal Corporation,35 446 029 986,YUENDUMU,YUENDUMU,872,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73508,"School Nutrition Project - Alice Springs, Amoonguna, Mutitjulu, Ntaria",National Indigenous Australians Agency,25-Sep-19,6-Apr-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"1,563,890.08",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,"School Nutrition Project - Alice Springs, Amoonguna, Mutitjulu, Ntaria","Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNCHMG8,No,No,Australian Regional and Remote Community Services Limited Darwin,88 167 926 132,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73508-V5 - Increase of the grant value. (22-Nov-2021 )', 'GA73508-V4 - Decrease of the grant value. (23-Aug-2021 )', 'GA73508-V3 - Extension to the grant term. (1-Mar-2021 )', 'GA73508-V2 - Increase of the grant value. (21-Dec-2020 )', 'GA73508-V1 - Increase of the grant value. (22-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"550,708.40",1-Jan-20,31-Dec-20,"1,634,525.20",1-Jan-20,31-Dec-22,"1,634,525.20",1-Jan-20,31-Dec-22,"1,469,525.20",1-Jan-20,31-Dec-22,"1,563,890.08",,,,,,,,,,,,
GA73536,COVID-19 Planning & Preparedness Rmt Com,Department of Health,20-Mar-20,6-Apr-20,Health Promotion and Prevention Programs,1-Apr-2020 to 30-Jun-2021,"66,000.00",Yes,No,DoH 19/20 Health Output 2.5 Primary Health Care Quality and Coordination,COVID-19 Planning & Preparedness Rmt Com,COVID-19 Planning & Preparedness Rmt Com,COVID-19 Planning & Preparedness Rmt Com,4-E3PUGOV,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,GA73536-V1 - Increase in funding (7-May-2020 ),,,,,,,,1-Apr-20,30-Jun-21,"66,000.00",,,,,,,,,,,,,,,,,,,,,,,,
GA73537,Primary Care COVID-19,Department of Health,20-Mar-20,6-Apr-20,Health Promotion and Prevention Programs,1-Apr-2020 to 30-Jun-2021,"93,500.00",Yes,No,DoH 19/20 Health Output 2.5 Primary Health Care Quality and Coordination,Primary Care COVID-19,Primary Care COVID-19,Primary Care COVID-19,4-E3I2ORN,No,No,Mala'la Health Service Aboriginal Corporation,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73794,Primary Care COVID-19,Department of Health,20-Mar-20,9-Apr-20,Health Promotion and Prevention Programs,6-Apr-2020 to 30-Jun-2021,"93,500.00",Yes,No,DoH 19/20 Health Output 2.5 Primary Health Care Quality and Coordination,Primary Care COVID-19,Primary Care COVID-19,Primary Care COVID-19,4-E3I2OWL,No,No,Marthakal Homelands and Resource Centre Aboriginal Corporation,17 397 988 374,GALIWINKU,GALIWINKU,822,NT,AUSTRALIA,NT,,AUSTRALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA74108,"Upgrade Community Halls/Youth Facilities in Santa Teresa, Mt. Liebig and...",National Indigenous Australians Agency,4-Dec-18,16-Apr-20,Indigenous Communities,28-Feb-2020 to 31-Dec-2021,"1,099,309.20",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,"Upgrade Community Halls/Youth Facilities in Santa Teresa, Mt. Liebig and Pmara Jutunta","Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-B1G43EB,No,No,Tangentyere Council Aboriginal Corporation,81 688 672 692,CICCONE,CICCONE,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA74108-V6 - Decrease of the grant value. (4-Nov-2021 )', 'GA74108-V5 - Increase of the grant value. (27-Oct-2021 )', 'GA74108-V4 - Increase of the grant value. (23-Aug-2021 )', 'GA74108-V3 - Extension to the grant term. (16-Aug-2021 )', 'GA74108-V2 - Increase of the grant value. (23-Nov-2020 )', 'GA74108-V1 - Decrease of the grant value. (12-Oct-2020 )']",Open Competitive,,,,,,,28-Feb-20,30-Jun-21,"1,086,469.45",28-Feb-20,30-Jun-21,"1,099,309.20",28-Feb-20,31-Dec-21,"1,086,469.45",28-Feb-20,31-Dec-21,"1,099,309.20",28-Feb-20,31-Dec-21,"1,099,309.22",28-Feb-20,31-Dec-21,"1,099,309.20",,,,,,,,,
GA74115,Installation of 20 solar powered street lights in Emu Point Outstation,National Indigenous Australians Agency,29-Nov-19,16-Apr-20,Indigenous Communities,2-Jan-2020 to 30-Jun-2020,"110,000.00",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Installation of 20 solar powered street lights in Emu Point Outstation,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DT63ANQ,No,No,Yantjarrwu Outstation Resource Centre Aboriginal Corporation,49 751 339 203,DALY RIVER,DALY RIVER,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA74166,New Vehicle for Munupi Arts,National Indigenous Australians Agency,29-Nov-19,20-Apr-20,Indigenous Employment and Business,17-Apr-2020 to 30-Sep-2020,"72,177.60",No,No,NIAA 19/20 2.1 Jobs Land and Economy,"Jobs, Land and Economy (Aboriginals Benefit Account Special Account)",New Vehicle for Munupi Arts,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DT0ZTY8,No,No,Munupi Arts and Crafts Association,57 164 278 459,MELVILLE ISLAND,MELVILLE ISLAND,822,NT,AUSTRALIA,NT,,AUSTRALIA,GA74166-V1 - Extension to the grant term. (22-Jun-2020 ),Open Competitive,,,,,,,17-Apr-20,30-Sep-20,"72,177.60",,,,,,,,,,,,,,,,,,,,,,,,
GA74173,School Nutrition Project - Pigeon Hole,National Indigenous Australians Agency,25-Sep-19,20-Apr-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"253,340.45",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Pigeon Hole,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-DSP9VA0,No,No,Nitjpurru Aboriginal Corporation,43 642 438 547,BERRIMAH,BERRIMAH,828,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA74173-V3 - Decrease of the grant value. (22-Apr-2021 )', 'GA74173-V2 - Extension to the grant term and increase of value. (1-Mar-2021 )', 'GA74173-V1 - Increase of the grant value. (22-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"100,397.00",1-Jan-20,31-Dec-22,"269,291.00",1-Jan-20,31-Dec-22,"253,340.45",,,,,,,,,,,,,,,,,,
